collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
netzwerk-a1-kursbuch,speaking,4c,4c,speaking-task,Satzmelodie: Fragen und Antworten. Hören Sie und sprechen Sie nach.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,speaking,5a,5a,speaking-task,Lesen Sie den Dialog zu zweit. Achten Sie auf die Satzmelodie.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,speaking,5b,5b,speaking-task,Spielen Sie Dialoge wie in 5a. Machen Sie für jeden Tag eine Verabredung mit einer anderen Person.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,,6b,6b,short-answer,Markieren Sie die Artikel in 6a und notieren Sie die Nomen in einer Tabelle (der / das / die).,,,,"der: Stift, Computer, Schlüssel; das: Auto, Buch, Geld, Glas, Medikament; die: Straße, Rechnung, Spritze, Tablette",A1,profession,022
netzwerk-a1-kursbuch,,6c,6c,open-ended,Notieren Sie für jeden Artikel fünf weitere Nomen. Suchen Sie in den Lernwortschatzseiten.,,,,(open-ended),A1,profession,022
netzwerk-a1-kursbuch,,6a,A,matching,"Was passt zu den Berufen? Fabian Höflinger, Taxifahrer",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,A,fill-in,Ich bin ___ und ich bin 22 Jahre alt. Ich habe pro Woche 24 Stunden Seminare und Kurse ... Die Universität ist sehr groß.,,,,Studentin,A1,profession,022
netzwerk-a1-kursbuch,,6a,B,matching,"Was passt zu den Berufen? Amina Mazin, Studentin",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,B,fill-in,"Ich bin ___ und arbeite in zwei Restaurants. Ich arbeite pro Woche 46 Stunden, meistens am Abend und am Wochenende.",,,,Kellner,A1,profession,022
netzwerk-a1-kursbuch,,6a,C,matching,"Was passt zu den Berufen? Magda Donat, Ärztin",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,C,fill-in,"Ich bin ___ bei „Taxi-Zentral"". Ich fahre 68.000 Kilometer pro Jahr – und lese 100 Bücher.",,,,Taxifahrer,A1,profession,022
netzwerk-a1-kursbuch,,6a,D,matching,"Was passt zu den Berufen? Leon Schöpe, Kellner",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,D,fill-in,Ich bin ___ und arbeite in einem Krankenhaus. Hier arbeiten 920 Ärzte und Krankenpfleger.,,,,Ärztin,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,a,fill-in,Welche Zahl passt? zweiundzwanzig ___,,,,22,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,b,fill-in,Welche Zahl passt? vierundzwanzig ___,,,,24,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,c,fill-in,Welche Zahl passt? sechsundvierzig ___,,,,46,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,d,fill-in,Welche Zahl passt? (ein)hundert ___,,,,100,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,e,fill-in,Welche Zahl passt? vierhundertachtzig ___,,,,480,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,f,fill-in,Welche Zahl passt? neunhundertzwanzig ___,,,,920,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,g,fill-in,Welche Zahl passt? (ein)tausendzweihundertfünfzig ___,,,,1.250,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,h,fill-in,Welche Zahl passt? fünfundzwanzigtausend ___,,,,25.000,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,i,fill-in,Welche Zahl passt? achtundsechzigtausend ___,,,,68.000,A1,profession,022
netzwerk-a1-kursbuch,reading,7c,1,short-answer,Sammeln Sie Informationen: Amina Mazin – Was ist sie von Beruf? Wann arbeitet sie? Wann hat sie frei?,,,,"Studentin; Seminare Mo–Fr, arbeitet am Samstag im Kino",A1,profession,023
netzwerk-a1-kursbuch,,8a,1,fill-in,Pluralform: der Kilometer → ___,,,,die Kilometer,A1,profession,023
netzwerk-a1-kursbuch,reading,7c,2,short-answer,Sammeln Sie Informationen: Leon Schöpe – Was ist er von Beruf? Wann arbeitet er? Wann hat er frei?,,,,Kellner; arbeitet abends und am Wochenende; frei Montag und Dienstag,A1,profession,023
netzwerk-a1-kursbuch,,8a,2,fill-in,Pluralform: der Arzt → ___,,,,die Ärzte,A1,profession,023
netzwerk-a1-kursbuch,reading,7c,3,short-answer,Sammeln Sie Informationen: Fabian Höflinger – Was ist er von Beruf? Wann arbeitet er? Wann hat er frei?,,,,Taxifahrer; frei am Freitag,A1,profession,023
netzwerk-a1-kursbuch,,8a,3,fill-in,Pluralform: die Stunde → ___,,,,die Stunden,A1,profession,023
netzwerk-a1-kursbuch,reading,7c,4,short-answer,Sammeln Sie Informationen: Magda Donat – Was ist sie von Beruf? Wann arbeitet sie? Wann hat sie frei?,,,,Ärztin; arbeitet nachts und am Wochenende,A1,profession,023
netzwerk-a1-kursbuch,,8a,4,fill-in,Pluralform: das Buch → ___,,,,die Bücher,A1,profession,023
netzwerk-a1-kursbuch,,8a,5,fill-in,Pluralform: das Restaurant → ___,,,,die Restaurants,A1,profession,023
netzwerk-a1-kursbuch,speaking,7d,7d,speaking-task,Präsentieren Sie Ihre Personen. Ihr Partner / Ihre Partnerin notiert.,,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,,8b,8b,matching,Markieren Sie die Pluralendungen in 8a. Welche Endungen gibt es? Ordnen Sie zu.,,,,"Kilometer → (¨)-, Arzt → (¨)-e, Stunde → -(e)n, Buch → (¨)-er, Restaurant → -s",A1,profession,023
netzwerk-a1-kursbuch,writing,8c,8c,writing-task,Schreiben Sie sieben Lernkarten mit Artikel und Plural. Üben Sie dann zu zweit.,,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,,9a,9a,matching,"Welche Berufe sind das? Ordnen Sie zu (Informatiker/in, Ingenieur/in, Lehrer/in, Verkäufer/in, Architekt/in, Friseur/in).",,,,,A1,profession,023
netzwerk-a1-kursbuch,speaking,9b,9b,speaking-task,"Fragen Sie Ihren Partner / Ihre Partnerin (Beruf, Arbeitszeit, freie Tage) und berichten Sie im Kurs.",,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,writing,9c,9c,writing-task,Mein Beruf. Schreiben Sie einen Text wie in 7a.,,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,vocabulary,10a,10a,short-answer,"Wörterbücher. Sehen Sie die Beispiele an. Wo steht der Artikel, wo der Plural? Markieren Sie mit zwei Farben.",,,,,A1,none,024
netzwerk-a1-kursbuch,vocabulary,10b,10b,short-answer,Schreiben Sie die Nomen aus 10a in die Tabelle (der / das / die).,,,,"der: Kilometer, Tag; das: Krankenhaus, Buch, Seminar; die: Woche",A1,none,024
netzwerk-a1-kursbuch,vocabulary,11a,11a,short-answer,Das Artikelbild. Schreiben Sie die Wörter mit Artikel in die Zeichnung.,,,,(open-ended),A1,none,024
netzwerk-a1-kursbuch,vocabulary,11b,11b,writing-task,Machen Sie ein eigenes Artikelbild.,,,,(open-ended),A1,none,024
netzwerk-a1-kursbuch,writing,12a,1,matching,Persönliche Angaben. Was passt zusammen? Nachname/Familienname,,,,Miller,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12b,12b,writing-task,"Sportclub „Fit"". Wählen Sie einen Kurs und ergänzen Sie dann das Anmeldeformular mit Ihren Informationen.",,,,(open-ended),A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,2,matching,Persönliche Angaben. Was passt zusammen? Vorname,,,,Jonathan,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,3,matching,Persönliche Angaben. Was passt zusammen? Geburtsdatum,,,,01.04.1994,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,4,matching,Persönliche Angaben. Was passt zusammen? Geburtsort,,,,New York,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,5,matching,Persönliche Angaben. Was passt zusammen? Adresse,,,,"Goethestr. 7, 10711 Berlin",A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,6,matching,Persönliche Angaben. Was passt zusammen? Telefonnummer/Handynummer,,,,0171-12085614,A1,personal-info,025
netzwerk-a1-kursbuch,listening,14b,1,multiple-choice,Wer macht was? ___ arbeitet im Krankenhaus.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,13a,13a,short-answer,Gehen wir zusammen? Sehen Sie Szene 4. Was macht Anna gern? Was macht Max gern?,,,,,A1,hobby,026
netzwerk-a1-kursbuch,listening,13b,13b,short-answer,Sehen Sie die Szene noch einmal. Wann gehen Anna und Max schwimmen?,,,,,A1,hobby,026
netzwerk-a1-kursbuch,speaking,13c,13c,speaking-task,Arbeiten Sie zu zweit. Variieren Sie den Dialog und spielen Sie.,,,,(open-ended),A1,hobby,026
netzwerk-a1-kursbuch,listening,14a,14a,short-answer,Wo arbeitest du? Sehen Sie Szene 5. Was sind Luca und Anna von Beruf?,,,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,2,multiple-choice,Wer macht was? ___ studiert.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,3,multiple-choice,Wer macht was? ___ joggt gern.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,4,multiple-choice,Wer macht was? ___ arbeitet nachts.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,5,multiple-choice,Wer macht was? ___ macht ein Praktikum.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,6,multiple-choice,Wer macht was? ___ arbeitet heute am Nachmittag.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,1a,1a,matching,Eine Stadttour in Hamburg. Hören Sie. Ordnen Sie die Stationen den Fotos zu.,,,,,A1,city-places,028
netzwerk-a1-kursbuch,reading,1b,A,matching,Was ist das? Ordnen Sie die Wörter zu. Foto A (720 Züge pro Tag),,,,der Bahnhof,A1,city-places,028
netzwerk-a1-kursbuch,reading,1b,B,matching,Was ist das? Ordnen Sie die Wörter zu. Foto B (die Elbphilharmonie),,,,das Konzerthaus,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Bahnhof,fill-in,"Ergänzen Sie die Zahlen. Bahnhof: ___ Züge pro Tag, in ___ Stunden nach Berlin.",,,,720; 2,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Elbphilharmonie,fill-in,"Ergänzen Sie die Zahlen. Elbphilharmonie: Kosten ___ Euro, im Jahr 2017 ___ Konzerte.",,,,866 Millionen; 600,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Hafen,fill-in,"Ergänzen Sie die Zahlen. Hafen: ___ Schiffe pro Jahr, fahren in ___ Länder.",,,,12.000; 175,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Michel,fill-in,"Ergänzen Sie die Zahlen. Michel: Platz für ___ Menschen, Turm ___ Meter hoch.",,,,2.500; 132,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Rathaus,fill-in,"Ergänzen Sie die Zahlen. Rathaus: über ___ Jahre alt, Turm ___ Meter hoch.",,,,120; 112,A1,city-places,028
netzwerk-a1-kursbuch,,1d,1d,writing-task,Sammeln Sie Informationen und Zahlen über Ihre Stadt oder Ihren Ort. Machen Sie eine Ausstellung im Kurs.,,,,(open-ended),A1,city-places,029
netzwerk-a1-kursbuch,reading,1b,C,matching,Was ist das? Ordnen Sie die Wörter zu. Foto C (12.000 Schiffe pro Jahr),,,,der Hafen,A1,city-places,029
netzwerk-a1-kursbuch,reading,1b,D,matching,"Was ist das? Ordnen Sie die Wörter zu. Foto D (der Michel, Turm 132 m hoch)",,,,die Kirche,A1,city-places,029
netzwerk-a1-kursbuch,reading,1b,E,matching,"Was ist das? Ordnen Sie die Wörter zu. Foto E (über 120 Jahre alt, 111 Meter breit)",,,,das Rathaus,A1,city-places,029
netzwerk-a1-kursbuch,listening,2a,1,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Bahnhof,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,1,fill-in,"der, das oder die? ___ Bahnhof",,,,der,A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,2,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Hafen,,,,nein,A1,city-places,030
netzwerk-a1-kursbuch,,2c,2,fill-in,"der, das oder die? ___ Rathaus",,,,das,A1,city-places,030
netzwerk-a1-kursbuch,speaking,2b,2b,speaking-task,Lesen Sie das Gespräch. Zeichnen Sie den Weg in den Plan. Ist Ihre Lösung in 2a richtig?,,,,(open-ended),A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,3,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Fluss,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,3,fill-in,"der, das oder die? ___ Kunsthalle",,,,die,A1,city-places,030
netzwerk-a1-kursbuch,speaking,3,3,speaking-task,"Artikel. Sammeln Sie Nomen aus Kapitel 1–3. Bilden Sie drei Gruppen: der, das, die.",,,,(open-ended),A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,4,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Konzerthaus,,,,nein,A1,city-places,030
netzwerk-a1-kursbuch,,2c,4,fill-in,"der, das oder die? ___ Fluss",,,,der,A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,5,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Rathaus,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,5,fill-in,"der, das oder die? ___ Hotel",,,,das,A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,6,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Kirche,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,6,fill-in,"der, das oder die? ___ Kirche",,,,die,A1,city-places,030
netzwerk-a1-kursbuch,,2c,7,fill-in,"der, das oder die? ___ See",,,,der,A1,city-places,030
netzwerk-a1-kursbuch,,4b,2,fill-in,Ergänzen Sie die Artikel: Das ist ___ Bahnhof. ___ Bahnhof heißt Hamburg-Altona.,,,,ein; Der,A1,city-places,031
netzwerk-a1-kursbuch,,4b,3,fill-in,"Ergänzen Sie die Artikel: Das ist ___ Brücke. ___ Brücke heißt „Köhlbrandbrücke"".",,,,eine; Die,A1,city-places,031
netzwerk-a1-kursbuch,,4b,4,fill-in,Ergänzen Sie die Artikel: Das sind ___ Häuser. ___ Häuser sind 400 Jahre alt.,,,,– (kein Artikel im Plural); Die,A1,city-places,031
netzwerk-a1-kursbuch,writing,4c,4c,writing-task,"Was ist das? Schreiben Sie Sätze (Café, Kunsthalle, Kirche, Hotel, Kino, Turm). Beispiel: Das ist ein Café.",,,,(open-ended),A1,city-places,031
netzwerk-a1-kursbuch,listening,5a,5a,short-answer,Vokale. Lang oder kurz? Hören Sie die Wörter und markieren Sie _ für lang und . für kurz.,,,,,A1,city-places,031
netzwerk-a1-kursbuch,listening,5b,5b,speaking-task,Hören Sie noch einmal. Langer Vokal: Kreisen Sie die Arme. Kurzer Vokal: Klopfen Sie auf den Tisch.,,,,(open-ended),A1,city-places,031
netzwerk-a1-kursbuch,,4a,Plural,fill-in,Ergänzen Sie den bestimmten Artikel: ___ Schiffe sind im Hafen.,,,,Die,A1,city-places,031
netzwerk-a1-kursbuch,,4a,feminin,fill-in,Ergänzen Sie den bestimmten Artikel: ___ Straße heißt Müllerstraße.,,,,Die,A1,city-places,031
netzwerk-a1-kursbuch,,4a,maskulin,fill-in,Ergänzen Sie den bestimmten Artikel: Das ist ___ Hafen von Hamburg.,,,,der,A1,city-places,031
netzwerk-a1-kursbuch,,4a,neutrum,fill-in,"Ergänzen Sie den bestimmten Artikel: ___ Hotel heißt „Alster"".",,,,Das,A1,city-places,031
netzwerk-a1-kursbuch,,6b,1,matching,"Welches Bild passt? Oh, nein! Keine Fahrkarte?!",,,,C,A1,city-places,032
netzwerk-a1-kursbuch,writing,6c,1,fill-in,"Ist das ein Bus? (Bild: U-Bahn) – Nein, das ist …",,,,"Nein, das ist kein Bus, das ist eine U-Bahn.",A1,city-places,032
netzwerk-a1-kursbuch,,6b,2,matching,"Welches Bild passt? Ach nee, kein Bus. Also schnell! Wo ist die U-Bahn?",,,,B,A1,city-places,032
netzwerk-a1-kursbuch,writing,6c,2,fill-in,"Ist das ein Auto? (Bild: Fahrrad) – Nein, das ist …",,,,"Nein, das ist kein Auto, das ist ein Fahrrad.",A1,city-places,032
netzwerk-a1-kursbuch,,6b,3,matching,"Welches Bild passt? Oje, kein Fahrrad! Schnell, da ist ein Bus!",,,,A,A1,city-places,032
netzwerk-a1-kursbuch,writing,6c,3,fill-in,"Ist das eine Kirche? (Bild: Bahnhof) – Nein, …",,,,"Nein, das ist keine Kirche, das ist ein Bahnhof.",A1,city-places,032
netzwerk-a1-kursbuch,,6b,4,matching,Welches Bild passt? Heute kein Test! So ein Glück!,,,,E,A1,city-places,032
netzwerk-a1-kursbuch,writing,6c,4,fill-in,"Sind das Busse? (Bild: viele Fahrräder) – Nein, …",,,,"Nein, das sind keine Busse, das sind Fahrräder.",A1,city-places,032
netzwerk-a1-kursbuch,,6b,5,matching,Welches Bild passt? Ich gehe zu Fuß. Jetzt aber schnell!,,,,D,A1,city-places,032
netzwerk-a1-kursbuch,writing,6c,5,fill-in,"Sind das Konzertkarten? (Bild: Fahrkarten) – Nein, …",,,,"Nein, das sind keine Konzertkarten, das sind Fahrkarten.",A1,city-places,032
netzwerk-a1-kursbuch,,6a,6a,matching,"Eine Bildgeschichte. Wo passen die Wörter? (der Bus, das Fahrrad, die U-Bahn, zu Fuß gehen)",,,,,A1,city-places,032
netzwerk-a1-kursbuch,listening,7a,1,short-answer,Wegbeschreibungen. Hören Sie. Was sucht die Person? Gespräch 1,,,,,A1,city-places,033
netzwerk-a1-kursbuch,listening,7a,2,short-answer,Wegbeschreibungen. Hören Sie. Was sucht die Person? Gespräch 2,,,,,A1,city-places,033
netzwerk-a1-kursbuch,listening,7a,3,short-answer,Wegbeschreibungen. Hören Sie. Was sucht die Person? Gespräch 3,,,,,A1,city-places,033
netzwerk-a1-kursbuch,listening,7b,7b,matching,Hören Sie noch einmal. Welche Wegbeschreibung passt? Ordnen Sie zu (Bild 1–3).,,,,,A1,city-places,033
netzwerk-a1-kursbuch,speaking,7c,7c,speaking-task,"Arbeiten Sie zu zweit. Spielen Sie Dialoge (Entschuldigung, wo ist bitte …?).",,,,(open-ended),A1,city-places,033
netzwerk-a1-kursbuch,speaking,8,8,speaking-task,Nach dem Weg fragen. Spielen Sie zu zweit. Jede/r würfelt zweimal (Start und Ziel).,,,,(open-ended),A1,city-places,033
netzwerk-a1-kursbuch,reading,9a,1,matching,Ordnen Sie die Fotos zu: Hamburger Theater-Festival (12.–18. Okt.),,,,A,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,1,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the theater / le théâtre → ___,,,,das Theater,A1,city-places,034
netzwerk-a1-kursbuch,reading,9a,2,matching,"Ordnen Sie die Fotos zu: Orchester aus aller Welt zu Gast in Hamburg (Elbphilharmonie, 25. Okt.)",,,,B,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,2,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the festival / le festival → ___,,,,das Festival,A1,city-places,034
netzwerk-a1-kursbuch,reading,9a,3,matching,"Ordnen Sie die Fotos zu: Kino für alle (Filmfest Hamburg, 27.9.–6.10.)",,,,C,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,3,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the orchestra / l'orchestre → ___,,,,das Orchester,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,4,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the choir / le choeur → ___,,,,der Chor,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,5,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the concert / le concert → ___,,,,das Konzert,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,6,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the film / le film → ___,,,,der Film,A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,9c,7,fill-in,Ergänzen Sie das deutsche Wort mit Artikel: the audience / le public → ___,,,,das Publikum,A1,city-places,034
netzwerk-a1-kursbuch,reading,9b,9b,open-ended,Welche Wörter sind in Ihrer Sprache oder in anderen Sprachen ähnlich? Markieren Sie.,,,,(open-ended),A1,city-places,034
netzwerk-a1-kursbuch,speaking,9d,9d,open-ended,Welches Event finden Sie interessant?,,,,(open-ended),A1,city-places,034
netzwerk-a1-kursbuch,vocabulary,10a,10a,fill-in,Notieren Sie die Monate 1–12 auf Deutsch.,,,,"1 Januar, 2 Februar, 3 März, 4 April, 5 Mai, 6 Juni, 7 Juli, 8 August, 9 September, 10 Oktober, 11 November, 12 Dezember",A1,time-dates,035
netzwerk-a1-kursbuch,listening,10c,10c,short-answer,"Hören Sie. Was machen die Leute? Wann machen sie das? (ins Museum gehen, schwimmen, Fahrrad fahren, reisen)",,,,,A1,time-dates,035
netzwerk-a1-kursbuch,speaking,10d,10d,speaking-task,Arbeiten Sie zu zweit mit dem Wörterbuch. Was machen Sie wann? Machen Sie ein Plakat zu den Jahreszeiten.,,,,(open-ended),A1,time-dates,035
netzwerk-a1-kursbuch,,10b,A,short-answer,Welche Jahreszeit sehen Sie auf Foto A (Frau mit Snowboard im Schnee)?,,,,Winter,A1,time-dates,035
netzwerk-a1-kursbuch,,10b,B,short-answer,Welche Jahreszeit sehen Sie auf Foto B (Hand hält einen Pilz)?,,,,Herbst,A1,time-dates,035
netzwerk-a1-kursbuch,,10b,C,short-answer,Welche Jahreszeit sehen Sie auf Foto C (Person springt in einen See)?,,,,Sommer,A1,time-dates,035
netzwerk-a1-kursbuch,,10b,D,short-answer,Welche Jahreszeit sehen Sie auf Foto D (zwei Personen fahren Fahrrad im Park)?,,,,Frühling,A1,time-dates,035
netzwerk-a1-kursbuch,,12a,1,fill-in,Ergänzen Sie die Zahl: Seit (1) ___ gibt es den Englischen Garten.,,,,1792,A1,city-places,036
netzwerk-a1-kursbuch,listening,11a,11a,short-answer,Die Stadttour in München. Wohin fahren Luca und Anna? Sehen Sie Szene 6 und nummerieren Sie die Stationen.,,,,,A1,city-places,036
netzwerk-a1-kursbuch,,12b,12b,open-ended,Recherchieren Sie: Welche Konzerte und Veranstaltungen gibt es bald im Olympiapark? Wohin möchten Sie gerne gehen?,,,,(open-ended),A1,city-places,036
netzwerk-a1-kursbuch,,13,13,ordering,"Entschuldigung, wo ist der Viktualienmarkt? Ordnen Sie die Ausdrücke in die richtige Reihenfolge (die Straße bis zum Isartor / durch das Isartor / immer geradeaus / vor dem Marienplatz nach links).",,,,,A1,city-places,036
netzwerk-a1-kursbuch,,12a,2,fill-in,Ergänzen Sie die Zahl: Der Park ist sehr groß: (2) ___ Hektar.,,,,375,A1,city-places,036
