collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
tricolore-1-5th-edition,reading,Exercise 1a,4,fill-in,Lis le message et complète le résumé.,Il (4) ___ sur le lit.,,,,,,saute,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,4,fill-in,Complète les phrases d'Anne Active.,...mais les Paresseux (regarder) le tennis à la télé.,,,,,,regardent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,5,fill-in,Lis le message et complète le résumé.,Il (5) ___ sur les murs.,,,,,,dessine,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,5,fill-in,Complète les phrases d'Anne Active.,"Le soir, nous (danser) dans une boîte,...",,,,,,dansons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,6,fill-in,Lis le message et complète le résumé.,Il (6) ___ les bonbons de Nathan.,,,,,,mange,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,6,fill-in,Complète les phrases d'Anne Active.,...mais ils (écouter) de la musique à la maison.,,,,,,écoutent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,7,fill-in,Lis le message et complète le résumé.,Il (7) ___ sur sa tablette.,,,,,,joue,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,7,fill-in,Complète les phrases d'Anne Active.,"En automne, nous (travailler) dans le jardin,...",,,,,,travaillons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,8,fill-in,Lis le message et complète le résumé.,"Quand Nathan (8) ___ ,",,,,,,travaille,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,8,fill-in,Complète les phrases d'Anne Active.,...mais ils (rester) à la maison - ils (consulter) des livres.,,,,,,restent / consultent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,9,fill-in,Lis le message et complète le résumé.,Léo (9) ___,,,,,,chante,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,9,fill-in,Complète les phrases d'Anne Active.,"Au mois de décembre, nous (chanter) des chants de Noël,...",,,,,,chantons,A1,family,072
tricolore-1-5th-edition,grammar,Exercise 3,1,fill-in,Complète les phrases.,Je ___ des crêpes. (préparer),,,,,,prépare,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,1,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 1,J'adore le sport.,Je n'aime pas le sport.,,,,Je n'aime pas le sport.,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,1,multiple-choice,Écoute et choisis la bonne réponse.,Marc adore ...,les animaux,la musique,le sport,,,le sport,A1,hobby,073
tricolore-1-5th-edition,speaking,Exercise 5,1,speaking-task,"Lisez la conversation, puis inventez une conversation différente.","Lisez la conversation, puis inventez une conversation différente.",,,,,,(open-ended),A1,communication,073
tricolore-1-5th-edition,grammar,Exercise 3,2,fill-in,Complète les phrases.,Tu ___ au concert? (chanter),,,,,,chantes,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,2,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 2,Je retrouve des amis.,Je range le salon.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,2,multiple-choice,Écoute et choisis la bonne réponse.,Il joue au football ...,avec son frère,avec des amis,le samedi,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,3,fill-in,Complète les phrases.,Il ___ les chiens. (détester),,,,,,déteste,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,3,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 3,Nous dansons ensemble.,Nous discutons ensemble.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,3,multiple-choice,Écoute et choisis la bonne réponse.,Il joue au tennis dans ...,le parc,le jardin,la rue,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,4,fill-in,Complète les phrases.,Elle ___ dans le jardin. (travailler),,,,,,travaille,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,4,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 4,Nous écoutons de la musique.,Nous jouons au Monopoly.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,4,multiple-choice,Écoute et choisis la bonne réponse.,"Quand il fait mauvais, il regarde ... à la télé.",du sport,un film,un jeu,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,5,fill-in,Complète les phrases.,Nous ___ sur le Net. (surfer),,,,,,surfons,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,5,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 5,Je joue à la console.,Je joue aux cartes.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,5,multiple-choice,Écoute et choisis la bonne réponse.,Il n'aime pas beaucoup ...,les chiens,les jeux vidéo,la musique,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,6,fill-in,Complète les phrases.,"Vous ___ , Anne et Lucie? (travailler)",,,,,,travaillez,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,6,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 6,Je prépare un gâteau.,Je regarde une vidéo.,,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,7,fill-in,Complète les phrases.,Ils ___ le rugby? (aimer),,,,,,aiment,A1,daily-routine,073
tricolore-1-5th-edition,grammar,Exercise 3,8,fill-in,Complète les phrases.,Elles ___ un DVD. (regarder),,,,,,regardent,A1,daily-routine,073
tricolore-1-5th-edition,reading,Exercise 1,1,short-answer,Réponds en anglais.,When is the science festival held?,,,,,,In October.,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,1,short-answer,,Comment ça se dit en anglais? On regarde un film à la télé?,,,,,,Shall we watch a film on TV?,A1,mixed,074
tricolore-1-5th-edition,speaking,Exercise 3a,1,speaking-task,"À deux, proposez des activités, selon le temps (according to the weather).",Il fait beau. Proposez quatre activités d'extérieur.,,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,writing,Exercise 3b,1,fill-in,Complète les phrases.,"Quand il fait mauvais, on ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,2,short-answer,Réponds en anglais.,Name some of the activities mentioned.,,,,,,"Exhibitions, laboratory visits, visits to natural/industrial sites, conferences, cinema, shows.",A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,2,short-answer,,"Comment ça se dit en anglais? Il pleut, alors on surfe sur Internet?",,,,,,,A1,mixed,074
tricolore-1-5th-edition,speaking,Exercise 3a,2,speaking-task,"À deux, proposez des activités, selon le temps (according to the weather).",Il fait mauvais. Proposez trois activités d'intérieur.,,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,writing,Exercise 3b,2,fill-in,Complète les phrases.,"Quand il y a du soleil, nous ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,3,short-answer,Réponds en anglais.,Do people have to pay to attend?,,,,,,"No, everything is free (tout est gratuit).",A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,3,short-answer,,"Comment ça se dit en anglais? À Pâques, on mange des œufs en chocolat.",,,,,,,A1,mixed,074
tricolore-1-5th-edition,writing,Exercise 3b,3,fill-in,Complète les phrases.,"Quand je suis à la maison, je ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,4,short-answer,Réponds en anglais.,About how many people attend?,,,,,,More than one million people.,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,4,short-answer,,"Comment ça se dit en anglais? À Aïd-el-Fitr, on prépare un grand repas.",,,,,,,A1,mixed,074
tricolore-1-5th-edition,writing,Exercise 3b,4,fill-in,Complète les phrases.,"Quand il neige, ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 2,5,short-answer,,"Comment ça se dit en anglais? À Diwali, on allume des lampes.",,,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,6,short-answer,,Comment ça se dit en anglais? On ne joue pas au foot dans la cuisine.,,,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,7,short-answer,,"Comment ça se dit en anglais? Il fait beau, on joue au tennis?",,,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,8,short-answer,,Comment ça se dit en anglais? On ne parle pas anglais en France.,,,,,,,A1,mixed,074
tricolore-1-5th-edition,listening,Exercise 4a,1,fill-in,Écoute et complète les phrases.,Luc est à ___ .,,,,,,Bordeaux,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,1,short-answer,Écoute et réponds aux questions.,Qui téléphone à Nicole?,,,,,,Max,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,1,fill-in,Complète les phrases.,"Strasbourg, le 24 (1) ___",,,,,,janvier,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6b,1,writing-task,Écris une carte postale.,Écris une carte postale. Où es-tu? Avec qui? Quel temps fait-il? Qu'est-ce que tu fais/vous faites?,,,,,,(open-ended),A1,travel,075
tricolore-1-5th-edition,listening,Exercise 4a,2,fill-in,Écoute et complète les phrases.,On joue un match de ___ .,,,,,,basket,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,2,short-answer,Écoute et réponds aux questions.,Qui travaille sur l'ordinateur?,,,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,2,fill-in,Complète les phrases.,On (2) ___ trois jours ici.,,,,,,passe,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,3,fill-in,Écoute et complète les phrases.,Il fait ___ . (Bordeaux),,,,,,,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,3,short-answer,Écoute et réponds aux questions.,Qui joue au tennis?,,,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,3,fill-in,Complète les phrases.,Il fait (3) ___,,,,,,mauvais,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,4,fill-in,Écoute et complète les phrases.,Suzanne est à ___ .,,,,,,la Rochelle,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,4,short-answer,Écoute et réponds aux questions.,Qui préfère rester à la maison?,,,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,4,fill-in,Complète les phrases.,et (4) ___ pleut.,,,,,,il,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,5,fill-in,Écoute et complète les phrases.,Il fait ___ . (La Rochelle),,,,,,,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,5,short-answer,Écoute et réponds aux questions.,Quel temps fait-il?,,,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,5,fill-in,Complète les phrases.,(5) ___ reste à la maison.,,,,,,On,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,6,fill-in,Écoute et complète les phrases.,Elle range sa ___ .,,,,,,chambre,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,6,fill-in,Complète les phrases.,Mes amis (6) ___ de la guitare.,,,,,,jouent,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,7,fill-in,Complète les phrases.,"Moi, je (7) ___ un film",,,,,,regarde,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,8,fill-in,Complète les phrases.,et mon frère (8) ___ un gâteau.,,,,,,prépare,A1,communication,075
tricolore-1-5th-edition,speaking,Exercise 5,b,speaking-task,"À deux, puis lisez la conversation inventez d'autres conversations.","Lisez la conversation, puis inventez d'autres conversations.",,,,,,(open-ended),A1,mixed,075
tricolore-1-5th-edition,speaking,Exercise 5,c,speaking-task,"À deux, puis lisez la conversation inventez d'autres conversations.",Inventez une conversation très longue.,,,,,,(open-ended),A1,mixed,075
tricolore-1-5th-edition,listening,Exercise 3,1,fill-in,Écoute et trouve les mots qui manquent.,Qu'est-ce que tu fais (1) ___ ?,,,,,,le weekend,A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 5,1,writing-task,Choisis une photo et fais des notes.,Choisis une photo et fais des notes: Il y a combien de personnes sur la photo? Où sont-elles? Qu'est-ce qu'on fait? Quel temps fait-il?,,,,,,(open-ended),A1,mixed,076
tricolore-1-5th-edition,listening,Exercise 3,2,fill-in,Écoute et trouve les mots qui manquent.,Je joue souvent au foot avec mes (2) ___ .,,,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,3,fill-in,Écoute et trouve les mots qui manquent.,"Quand il fait (3) ___ , je surfe sur Internet.",,,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,4,fill-in,Écoute et trouve les mots qui manquent.,"...quelquefois, je joue au (4) ___ avec ma sœur.",,,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,5,fill-in,Écoute et trouve les mots qui manquent.,Je joue au foot et au (5) ___ ...,,,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,6,fill-in,Écoute et trouve les mots qui manquent.,...je regarde souvent des matchs à la (6) ___ .,,,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,7,fill-in,Écoute et trouve les mots qui manquent.,...je préfère écouter de la (7) ___ ou surfer sur Internet.,,,,,,,A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 1,a,writing-task,Écris trois nombres entre 1 et 3. Écris des questions.,Écris trois nombres entre 1 et 3. Écris des questions (en hiver/en été/quand il fait mauvais).,,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 2,a,writing-task,Écris des réponses aux trois questions.,Écris des réponses à la question sur ce que tu fais en hiver/été/quand il fait mauvais.,,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,speaking,Exercise 4,a,speaking-task,"À deux, inventez une conversation avec deux questions et réponses.","À deux, inventez une conversation avec deux questions et réponses.",,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 1,b,writing-task,Écris trois nombres entre 1 et 3. Écris des questions.,Est-ce que tu joues au badminton/tennis de table/ton choix?,,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 2,b,writing-task,Écris des réponses aux trois questions.,Écris des réponses à la question sur le badminton/tennis de table.,,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,speaking,Exercise 4,b,speaking-task,"À deux, inventez une conversation avec quatre questions et réponses.","À deux, inventez une conversation avec quatre questions et réponses.",,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 1,c,writing-task,Écris trois nombres entre 1 et 3. Écris des questions.,Tu aimes les animaux/le sport/ton choix?,,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 2,c,writing-task,Écris des réponses aux trois questions.,Écris des réponses à la question sur les animaux/le sport.,,,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,reading,Exercise 1,1,short-answer,Réponds aux questions en anglais.,What comment is made about Patrick at the beginning?,,,,,,That he looks nice (il a l'air sympa).,A1,school,079
tricolore-1-5th-edition,reading,Exercise 2,1,short-answer,Comment ça se dit en français?,Comment ça se dit en français? today,,,,,,aujourd'hui,A1,mixed,079
tricolore-1-5th-edition,reading,Exercise 1,2,short-answer,Réponds aux questions en anglais.,Where does he live?,,,,,,"In the village, with his mother and little brother.",A1,school,079
tricolore-1-5th-edition,reading,Exercise 2,2,short-answer,Comment ça se dit en français?,Comment ça se dit en français? in the kitchen,,,,,,dans la cuisine,A1,mixed,079
tricolore-1-5th-edition,reading,Exercise 1,3,short-answer,Réponds aux questions en anglais.,Does he have brothers and sisters?,,,,,,"Yes, a little brother.",A1,school,079
tricolore-1-5th-edition,reading,Exercise 2,3,short-answer,Comment ça se dit en français?,Comment ça se dit en français? also,,,,,,aussi,A1,mixed,079
tricolore-1-5th-edition,reading,Exercise 1,4,short-answer,Réponds aux questions en anglais.,What is he invited to do after class by one of the girls?,,,,,,To go to the café (it's her birthday).,A1,school,079
tricolore-1-5th-edition,reading,Exercise 2,4,short-answer,Comment ça se dit en français?,Comment ça se dit en français? suddenly,,,,,,soudain,A1,mixed,079
tricolore-1-5th-edition,reading,Exercise 1,5,short-answer,Réponds aux questions en anglais.,What is he invited to do on Saturday afternoon?,,,,,,To play in the football team.,A1,school,079
tricolore-1-5th-edition,reading,Exercise 2,5,short-answer,Comment ça se dit en français?,Comment ça se dit en français? He jumps on a chair.,,,,,,Il saute sur une chaise.,A1,mixed,079
tricolore-1-5th-edition,reading,Exercise 1,6,short-answer,Réponds aux questions en anglais.,Why do things become difficult for Patrick?,,,,,,"Because he keeps turning down invitations and no one understands why, so he becomes unpopular.",A1,school,079
tricolore-1-5th-edition,reading,Exercise 2,6,short-answer,Comment ça se dit en français?,Comment ça se dit en français? The cheese rolls.,,,,,,Le fromage roule.,A1,mixed,079
tricolore-1-5th-edition,reading,Exercise 1,7,short-answer,Réponds aux questions en anglais.,Why is Patrick unable to stay behind after school?,,,,,,Because his mother works and he has to look after his little brother.,A1,school,079
tricolore-1-5th-edition,reading,Exercise 1,8,short-answer,Réponds aux questions en anglais.,How do things change at the end?,,,,,,His classmates realise why he couldn't join in and offer to help; his little brother joins in playing football too.,A1,school,079
tricolore-1-5th-edition,reading,Exercise 1a,1,matching,Écoute et lis. Puis trouve l'image qui correspond.,"Salut! Je m'appelle Marine, et voici mon frère, Noah. Nous habitons à La Rochelle. C'est une ville dans l'ouest de la France.",,,,,,I,A1,travel,080
